"","vegdv","treatments"
"X5_2_4_10_EN",8.00664827302606,"5_2_4EN_97"
"X5_2_4_2_EN",8.31881341733179,"5_2_4EN_97"
"X5_2_4_3_EN",2.21874631522892,"5_2_4EN_97"
"X5_2_4_4_EN",5.81440576171786,"5_2_4EN_97"
"X5_2_4_5_EN",2.00177724161651,"5_2_4EN_97"
"X5_2_4_6_EN",4.942786530389,"5_2_4EN_97"
"X5_2_4_7_EN",5.02341763606748,"5_2_4EN_97"
"X5_2_4_8_EN",2.83631139942044,"5_2_4EN_97"
"X5_2_4_9_EN",4.75266116932792,"5_2_4EN_97"
"X5_2_5_1_EN",6.19460539482328,"5_2_5EN_98"
"X5_2_5_10_EN",7.76780996939436,"5_2_5EN_98"
"X5_2_5_2_EN",8.11242810398289,"5_2_5EN_98"
"X5_2_5_3_EN",7.79902158984476,"5_2_5EN_98"
"X5_2_5_4_EN",3.27092656084797,"5_2_5EN_98"
"X5_2_5_5_EN",2.71137074847669,"5_2_5EN_98"
"X5_2_5_6_EN",2.37930274470145,"5_2_5EN_98"
"X5_2_5_7_EN",6.98620986033683,"5_2_5EN_98"
"X5_2_5_8_EN",7.23901250506626,"5_2_5EN_98"
"X5_2_5_9_EN",1.1465247255645,"5_2_5EN_98"
"X5_2_6_1_EN",2.70493297846579,"5_2_6EN_99"
"X5_2_6_10_EN",8.30399007907114,"5_2_6EN_99"
"X5_2_6_2_EN",1.42077489882882,"5_2_6EN_99"
"X5_2_6_3_EN",6.9327426328475,"5_2_6EN_99"
"X5_2_6_4_EN",4.62001211554707,"5_2_6EN_99"
"X5_2_6_5_EN",4.74024018655582,"5_2_6EN_99"
"X5_2_6_6_EN",7.43905434508677,"5_2_6EN_99"
"X5_2_6_7_EN",5.80840045705766,"5_2_6EN_99"
"X5_2_6_8_EN",8.17707933927312,"5_2_6EN_99"
"X5_2_6_9_EN",5.97134829697523,"5_2_6EN_99"
"X5_2_7_1_EN",8.33412598838992,"5_2_7EN_100"
"X5_2_7_10_EN",3.46809360712877,"5_2_7EN_100"
"X5_2_7_2_EN",3.80360448849813,"5_2_7EN_100"
"X5_2_7_3_EN",7.91345151233917,"5_2_7EN_100"
"X5_2_7_4_EN",7.03944845479956,"5_2_7EN_100"
"X5_2_7_5_EN",1.69695002207058,"5_2_7EN_100"
"X5_2_7_6_EN",6.19460539482328,"5_2_7EN_100"
"X5_2_7_7_EN",4.47264060669507,"5_2_7EN_100"
"X5_2_7_8_EN",1.81686119245319,"5_2_7EN_100"
"X5_2_7_9_EN",1.42463810732805,"5_2_7EN_100"
"X5_3_1_1_EN",7.74640903635408,"5_3_1EN_101"
"X5_3_1_10_EN",5.70869397968367,"5_3_1EN_101"
"X5_3_1_2_EN",3.70290556627977,"5_3_1EN_101"
"X5_3_1_3_EN",4.65247327572025,"5_3_1EN_101"
"X5_3_1_4_EN",5.0853772887207,"5_3_1EN_101"
"X5_3_1_5_EN",4.1658672852412,"5_3_1EN_101"
"X5_3_1_6_EN",5.13756415201879,"5_3_1EN_101"
"X5_3_1_7_EN",5.03843486189818,"5_3_1EN_101"
"X5_3_1_8_EN",3.78784174128962,"5_3_1EN_101"
"X5_3_1_9_EN",8.06082502323412,"5_3_1EN_101"
"X5_3_2_1_EN",6.96617689916292,"5_3_2EN_102"
"X5_3_2_10_EN",5.83794895588276,"5_3_2EN_102"
"X5_3_2_2_EN",3.76489438753478,"5_3_2EN_102"
"X5_3_2_3_EN",2.93195876471577,"5_3_2EN_102"
"X5_3_2_4_EN",6.42764954841094,"5_3_2EN_102"
"X5_3_2_5_EN",4.71161786641412,"5_3_2EN_102"
"X5_3_2_6_EN",8.30652245180554,"5_3_2EN_102"
"X5_3_2_7_EN",2.34593348708031,"5_3_2EN_102"
"X5_3_2_8_EN",3.57297218784482,"5_3_2EN_102"
"X5_3_2_9_EN",2.10487152089476,"5_3_2EN_102"
"X5_3_3_1_EN",1.55286793467017,"5_3_3EN_103"
"X5_3_3_10_EN",5.22358105900351,"5_3_3EN_103"
"X5_3_3_2_EN",8.29651684460154,"5_3_3EN_103"
"X5_3_3_3_EN",4.55760369587702,"5_3_3EN_103"
"X5_3_3_4_EN",7.64889278728325,"5_3_3EN_103"
"X5_3_3_5_EN",4.4997635453715,"5_3_3EN_103"
"X5_3_3_6_EN",3.55998806470039,"5_3_3EN_103"
"X5_3_3_7_EN",8.16239892582185,"5_3_3EN_103"
"X5_3_3_8_EN",7.74072371478632,"5_3_3EN_103"
"X5_3_3_9_EN",3.82431548357058,"5_3_3EN_103"
"X5_3_4_1_EN",4.75224257692664,"5_3_4EN_104"
"X5_3_4_10_EN",7.11074561105511,"5_3_4EN_104"
"X5_3_4_2_EN",7.80468574414693,"5_3_4EN_104"
"X5_3_4_3_EN",4.59098867785549,"5_3_4EN_104"
"X5_3_4_4_EN",5.47692416644262,"5_3_4EN_104"
"X5_3_4_5_EN",5.91948362523704,"5_3_4EN_104"
"X5_3_4_6_EN",8.35277811984082,"5_3_4EN_104"
"X5_3_4_7_EN",7.91731224945775,"5_3_4EN_104"
"X5_3_4_8_EN",2.0735953673913,"5_3_4EN_104"
"X5_3_5_1_EN",5.3321725955635,"5_3_5EN_105"
"X5_3_5_10_EN",7.95653275857785,"5_3_5EN_105"
"X5_3_5_2_EN",4.28762564276338,"5_3_5EN_105"
"X5_3_5_3_EN",5.14598661342254,"5_3_5EN_105"
"X5_3_5_4_EN",7.6818811167122,"5_3_5EN_105"
"X5_3_5_5_EN",8.34808302052248,"5_3_5EN_105"
"X5_3_5_6_EN",6.44268850578036,"5_3_5EN_105"
"X5_3_5_7_EN",5.41624385428712,"5_3_5EN_105"
"X5_3_5_8_EN",5.69502577567039,"5_3_5EN_105"
"X5_3_5_9_EN",5.83517219893706,"5_3_5EN_105"
"X5_3_6_1_EN",4.51522818066929,"5_3_6EN_106"
"X5_3_6_2_EN",7.75962133392996,"5_3_6EN_106"
"X5_3_6_3_EN",8.35305996321758,"5_3_6EN_106"
"X5_3_6_4_EN",4.2284502127615,"5_3_6EN_106"
"X5_3_6_5_EN",5.35424013800602,"5_3_6EN_106"
"X5_3_6_6_EN",8.34477126544943,"5_3_6EN_106"
"X5_3_6_7_EN",8.35735988031667,"5_3_6EN_106"
"X5_3_6_8_EN",6.05300920289714,"5_3_6EN_106"
"X5_3_6_9_EN",2.99396607361405,"5_3_6EN_106"
"X5_3_7_1_EN",8.35246052977912,"5_3_7EN_107"
"X5_3_7_10_EN",4.12993678654139,"5_3_7EN_107"
"X5_3_7_2_EN",8.3515116334193,"5_3_7EN_107"
"X5_3_7_3_EN",4.25163345151087,"5_3_7EN_107"
"X5_3_7_4_EN",7.65339824406033,"5_3_7EN_107"
"X5_3_7_5_EN",7.72482319728751,"5_3_7EN_107"
"X5_3_7_6_EN",7.40634928668933,"5_3_7EN_107"
"X5_3_7_7_EN",8.3202597875539,"5_3_7EN_107"
"X5_3_7_8_EN",3.9580740814506,"5_3_7EN_107"
"X5_3_7_9_EN",6.9719955519971,"5_3_7EN_107"
"X6_1_1_1_EN",3.84049250041645,"6_1_1EN_108"
"X6_1_1_10_EN",8.15866119473112,"6_1_1EN_108"
"X6_1_1_2_EN",7.48024318026285,"6_1_1EN_108"
"X6_1_1_3_EN",5.51332687129592,"6_1_1EN_108"
"X6_1_1_4_EN",8.3575393087345,"6_1_1EN_108"
"X6_1_1_5_EN",5.93783823400225,"6_1_1EN_108"
"X6_1_1_6_EN",4.94434410714653,"6_1_1EN_108"
"X6_1_1_7_EN",4.02497275072961,"6_1_1EN_108"
"X6_1_1_8_EN",7.1925220163804,"6_1_1EN_108"
"X6_1_1_9_EN",8.35705179309046,"6_1_1EN_108"
"X6_1_2_1_EN",5.51923501239662,"6_1_2EN_109"
"X6_1_2_10_EN",3.31073433224405,"6_1_2EN_109"
"X6_1_2_2_EN",3.18021870299856,"6_1_2EN_109"
"X6_1_2_3_EN",7.09340668253287,"6_1_2EN_109"
"X6_1_2_4_EN",3.74151766782856,"6_1_2EN_109"
"X6_1_2_5_EN",7.09051197256248,"6_1_2EN_109"
"X6_1_2_6_EN",3.15915494508384,"6_1_2EN_109"
"X6_1_2_7_EN",5.38901470358557,"6_1_2EN_109"
"X6_1_2_8_EN",8.34876053248628,"6_1_2EN_109"
"X6_1_2_9_EN",6.37104694545721,"6_1_2EN_109"
"X6_1_3_1_EN",4.73509214605975,"6_1_3EN_110"
"X6_1_3_10_EN",7.93651145351727,"6_1_3EN_110"
"X6_1_3_2_EN",5.23241911295463,"6_1_3EN_110"
"X6_1_3_3_EN",5.71872669800307,"6_1_3EN_110"
"X6_1_3_4_EN",3.76083875321054,"6_1_3EN_110"
"X6_1_3_5_EN",8.31349518847157,"6_1_3EN_110"
"X6_1_3_6_EN",8.34554192052157,"6_1_3EN_110"
"X6_1_3_7_EN",3.83177963211253,"6_1_3EN_110"
"X6_1_3_8_EN",3.63827800889379,"6_1_3EN_110"
"X6_1_3_9_EN",6.14053696880078,"6_1_3EN_110"
"X6_1_4_1_EN",7.79725407881223,"6_1_4EN_111"
"X6_1_4_10_EN",4.43317239720785,"6_1_4EN_111"
"X6_1_4_3_EN",8.04435244377229,"6_1_4EN_111"
"X6_1_4_4_EN",3.35025353170677,"6_1_4EN_111"
"X6_1_4_5_EN",4.17927298140124,"6_1_4EN_111"
"X6_1_4_6_EN",4.8280312852702,"6_1_4EN_111"
"X6_1_4_7_EN",3.70680073954954,"6_1_4EN_111"
"X6_1_4_8_EN",8.01321274994033,"6_1_4EN_111"
"X6_1_4_9_EN",8.12231152835066,"6_1_4EN_111"
"X6_2_1_1_EN",3.20066952772187,"6_2_1EN_112"
"X6_2_1_10_EN",7.40010017198766,"6_2_1EN_112"
"X6_2_1_2_EN",4.29159884566101,"6_2_1EN_112"
"X6_2_1_3_EN",7.43646504345422,"6_2_1EN_112"
"X6_2_1_4_EN",5.08875649990068,"6_2_1EN_112"
"X6_2_1_5_EN",8.33913852679831,"6_2_1EN_112"
"X6_2_1_6_EN",6.92454971259926,"6_2_1EN_112"
"X6_2_1_7_EN",5.43391479301092,"6_2_1EN_112"
"X6_2_1_8_EN",4.10170734977529,"6_2_1EN_112"
"X6_2_1_9_EN",5.99968536735706,"6_2_1EN_112"
"X6_2_2_1_EN",1.06155633376581,"6_2_2EN_113"
"X6_2_2_10_EN",8.03753145814803,"6_2_2EN_113"
"X6_2_2_2_EN",5.93237994064404,"6_2_2EN_113"
"X6_2_2_3_EN",4.37142288147182,"6_2_2EN_113"
"X6_2_2_4_EN",3.09288547501106,"6_2_2EN_113"
"X6_2_2_5_EN",7.77217526015208,"6_2_2EN_113"
"X6_2_2_6_EN",8.32910144589226,"6_2_2EN_113"
"X6_2_2_7_EN",7.97935749525678,"6_2_2EN_113"
"X6_2_2_8_EN",8.35582441443747,"6_2_2EN_113"
"X6_2_2_9_EN",2.19887815304089,"6_2_2EN_113"
"X6_2_3_1_EN",8.26517776071537,"6_2_3EN_114"
"X6_2_3_10_EN",6.88171212555731,"6_2_3EN_114"
"X6_2_3_2_EN",7.69762686867945,"6_2_3EN_114"
"X6_2_3_3_EN",8.28940617603516,"6_2_3EN_114"
"X6_2_3_4_EN",2.92491239999092,"6_2_3EN_114"
"X6_2_3_5_EN",3.82821670706568,"6_2_3EN_114"
"X6_2_3_6_EN",7.46662073479783,"6_2_3EN_114"
"X6_2_3_7_EN",7.90960630629637,"6_2_3EN_114"
"X6_2_3_8_EN",7.77124094367837,"6_2_3EN_114"
"X6_2_3_9_EN",5.83925913100394,"6_2_3EN_114"
"X6_2_4_1_EN",7.9974625237296,"6_2_4EN_115"
"X6_2_4_10_EN",8.34067354582973,"6_2_4EN_115"
"X6_2_4_3_EN",4.3655987001649,"6_2_4EN_115"
"X6_2_4_4_EN",3.69198520743546,"6_2_4EN_115"
"X6_2_4_5_EN",2.72987489935742,"6_2_4EN_115"
"X6_2_4_6_EN",6.35486822660502,"6_2_4EN_115"
"X6_2_4_7_EN",7.85139299876959,"6_2_4EN_115"
"X6_2_4_8_EN",8.34889809704283,"6_2_4EN_115"
"X6_2_4_9_EN",8.34839765986881,"6_2_4EN_115"
"X6_2_5_1_EN",4.07984182853853,"6_2_5EN_116"
"X6_2_5_10_EN",8.35386281218038,"6_2_5EN_116"
"X6_2_5_2_EN",5.65802997519852,"6_2_5EN_116"
"X6_2_5_3_EN",7.89770683434985,"6_2_5EN_116"
"X6_2_5_4_EN",7.79639907409459,"6_2_5EN_116"
"X6_2_5_6_EN",6.30693086338113,"6_2_5EN_116"
"X6_2_5_7_EN",7.82622122431333,"6_2_5EN_116"
"X6_2_5_8_EN",4.70917808894054,"6_2_5EN_116"
"X6_2_5_9_EN",2.52407632768415,"6_2_5EN_116"
"X6_2_6_1_EN",2.34411332824591,"6_2_6EN_117"
"X6_2_6_10_EN",8.35154194972068,"6_2_6EN_117"
"X6_2_6_2_EN",5.86485479174935,"6_2_6EN_117"
"X6_2_6_3_EN",6.83623032249435,"6_2_6EN_117"
"X6_2_6_4_EN",3.34284430590711,"6_2_6EN_117"
"X6_2_6_5_EN",5.61848843370397,"6_2_6EN_117"
"X6_2_6_6_EN",5.75350936328177,"6_2_6EN_117"
"X6_2_6_7_EN",7.73259108386637,"6_2_6EN_117"
"X6_2_6_8_EN",7.9028819790027,"6_2_6EN_117"
"X6_2_6_9_EN",7.92621190003427,"6_2_6EN_117"
"X6_2_7_1_EN",3.7390335979538,"6_2_7EN_118"
"X6_2_7_10_EN",7.87341172377955,"6_2_7EN_118"
"X6_2_7_2_EN",7.76430069052308,"6_2_7EN_118"
"X6_2_7_3_EN",8.34865340062627,"6_2_7EN_118"
"X6_2_7_4_EN",4.35384926542562,"6_2_7EN_118"
"X6_2_7_5_EN",8.35670453698124,"6_2_7EN_118"
"X6_2_7_6_EN",7.05854408121065,"6_2_7EN_118"
"X6_2_7_7_EN",0.535872576507284,"6_2_7EN_118"
"X6_2_7_8_EN",8.3563607633441,"6_2_7EN_118"
"X6_2_7_9_EN",8.35522436203197,"6_2_7EN_118"
"X6_3_1_1_EN",3.04808751014965,"6_3_1EN_119"
"X6_3_1_10_EN",7.68982579392346,"6_3_1EN_119"
"X6_3_1_2_EN",5.53408480914806,"6_3_1EN_119"
"X6_3_1_3_EN",6.8861419132152,"6_3_1EN_119"
"X6_3_1_4_EN",6.55048879714204,"6_3_1EN_119"
"X6_3_1_5_EN",8.27944972804981,"6_3_1EN_119"
"X6_3_1_6_EN",4.69059605199293,"6_3_1EN_119"
"X6_3_1_7_EN",3.11835068104527,"6_3_1EN_119"
"X6_3_1_8_EN",4.09246724122019,"6_3_1EN_119"
"X6_3_1_9_EN",7.35572216887585,"6_3_1EN_119"
"X6_3_2_1_EN",4.41643109038292,"6_3_2EN_120"
"X6_3_2_10_EN",8.3065069741999,"6_3_2EN_120"
"X6_3_2_2_EN",6.94076859557367,"6_3_2EN_120"
"X6_3_2_3_EN",5.06565026961231,"6_3_2EN_120"
"X6_3_2_4_EN",6.44392926389577,"6_3_2EN_120"
"X6_3_2_5_EN",7.60189469547336,"6_3_2EN_120"
"X6_3_2_6_EN",5.25240737125064,"6_3_2EN_120"
"X6_3_2_7_EN",5.08440231476013,"6_3_2EN_120"
"X6_3_2_8_EN",6.61166193934746,"6_3_2EN_120"
"X6_3_2_9_EN",7.62165387006077,"6_3_2EN_120"
"X6_3_3_1_EN",8.02188211304761,"6_3_3EN_121"
"X6_3_3_10_EN",6.01112765349939,"6_3_3EN_121"
"X6_3_3_2_EN",2.54556095446004,"6_3_3EN_121"
"X6_3_3_4_EN",2.3718622302745,"6_3_3EN_121"
"X6_3_3_5_EN",5.36095171317635,"6_3_3EN_121"
"X6_3_3_6_EN",6.12673913732333,"6_3_3EN_121"
"X6_3_3_7_EN",2.13546679826284,"6_3_3EN_121"
"X6_3_3_8_EN",4.69412711653808,"6_3_3EN_121"
"X6_3_3_9_EN",4.09288653155757,"6_3_3EN_121"
"X6_3_4_1_EN",6.52813957679368,"6_3_4EN_122"
"X6_3_4_10_EN",3.10493971827094,"6_3_4EN_122"
"X6_3_4_2_EN",6.5461203104412,"6_3_4EN_122"
"X6_3_4_3_EN",8.32079363101385,"6_3_4EN_122"
"X6_3_4_4_EN",6.32482945537373,"6_3_4EN_122"
"X6_3_4_5_EN",8.13111720481492,"6_3_4EN_122"
"X6_3_4_6_EN",2.6424726702362,"6_3_4EN_122"
"X6_3_4_7_EN",3.1028363512434,"6_3_4EN_122"
"X6_3_4_8_EN",3.18539065000839,"6_3_4EN_122"
"X6_3_4_9_EN",5.5120160600433,"6_3_4EN_122"
"X6_3_5_1_EN",2.26008946732575,"6_3_5EN_123"
"X6_3_5_10_EN",6.85181093280369,"6_3_5EN_123"
"X6_3_5_2_EN",3.54423689340993,"6_3_5EN_123"
"X6_3_5_3_EN",8.35475114154467,"6_3_5EN_123"
"X6_3_5_4_EN",3.69880432887326,"6_3_5EN_123"
"X6_3_5_6_EN",2.55547226245986,"6_3_5EN_123"
"X6_3_5_7_EN",7.75240512662402,"6_3_5EN_123"
"X6_3_5_8_EN",7.69130743766722,"6_3_5EN_123"
"X6_3_5_9_EN",3.06116340248033,"6_3_5EN_123"
"X6_3_6_1_EN",6.04464031103448,"6_3_6EN_124"
"X6_3_6_10_EN",7.07053963751596,"6_3_6EN_124"
"X6_3_6_2_EN",3.09234430043017,"6_3_6EN_124"
"X6_3_6_3_EN",8.3000006600747,"6_3_6EN_124"
"X6_3_6_4_EN",1.67413729391657,"6_3_6EN_124"
"X6_3_6_5_EN",5.3136185064201,"6_3_6EN_124"
"X6_3_6_6_EN",3.20889317281107,"6_3_6EN_124"
"X6_3_6_7_EN",7.28279168655355,"6_3_6EN_124"
"X6_3_6_8_EN",6.8035230620501,"6_3_6EN_124"
"X6_3_6_9_EN",6.95108822354095,"6_3_6EN_124"
"X7_1_1_1_EN",8.35654876757176,"7_1_1EN_125"
"X7_1_1_10_EN",3.70081135744117,"7_1_1EN_125"
"X7_1_1_2_EN",8.26984739652223,"7_1_1EN_125"
"X7_1_1_3_EN",6.33402441571769,"7_1_1EN_125"
"X7_1_1_4_EN",4.7082714293026,"7_1_1EN_125"
"X7_1_1_6_EN",8.26155055579624,"7_1_1EN_125"
"X7_1_1_7_EN",7.86380854718698,"7_1_1EN_125"
"X7_1_1_8_EN",8.3475442210838,"7_1_1EN_125"
"X7_1_1_9_EN",7.87805178090145,"7_1_1EN_125"
"X7_1_2_1_EN",5.74525458552671,"7_1_2EN_126"
"X7_1_2_10_EN",8.06515869854632,"7_1_2EN_126"
"X7_1_2_2_EN",1.80711608314599,"7_1_2EN_126"
"X7_1_2_3_EN",6.15855189925713,"7_1_2EN_126"
"X7_1_2_4_EN",8.33660199128453,"7_1_2EN_126"
"X7_1_2_5_EN",8.31210508985665,"7_1_2EN_126"
"X7_1_2_6_EN",5.62928077936628,"7_1_2EN_126"
"X7_1_2_7_EN",8.33085713244296,"7_1_2EN_126"
"X7_1_2_8_EN",7.37049506844798,"7_1_2EN_126"
"X7_1_2_9_EN",7.7355870548507,"7_1_2EN_126"
"X7_1_3_1_EN",4.66568193006999,"7_1_3EN_127"
"X7_1_3_10_EN",7.79171132680177,"7_1_3EN_127"
"X7_1_3_2_EN",7.31764852241136,"7_1_3EN_127"
"X7_1_3_4_EN",7.43826944688894,"7_1_3EN_127"
"X7_1_3_5_EN",8.32439327949362,"7_1_3EN_127"
"X7_1_3_6_EN",8.32595483126658,"7_1_3EN_127"
"X7_1_3_7_EN",7.09718131776406,"7_1_3EN_127"
"X7_1_3_8_EN",1.17319881705365,"7_1_3EN_127"
"X7_1_3_9_EN",6.49099552942049,"7_1_3EN_127"
"X7_1_4_1_EN",7.90493084242011,"7_1_4EN_128"
"X7_1_4_10_EN",8.33174458381135,"7_1_4EN_128"
"X7_1_4_3_EN",7.2801462785811,"7_1_4EN_128"
"X7_1_4_4_EN",6.81099319655669,"7_1_4EN_128"
"X7_1_4_5_EN",4.81939841835852,"7_1_4EN_128"
"X7_1_4_6_EN",7.89347220501427,"7_1_4EN_128"
"X7_1_4_7_EN",3.36881439144402,"7_1_4EN_128"
"X7_1_4_8_EN",4.35396503342051,"7_1_4EN_128"
"X7_1_4_9_EN",8.33945535531624,"7_1_4EN_128"
"X7_1_5_1_EN",8.32638668525927,"7_1_5EN_129"
"X7_1_5_10_EN",8.3583049384967,"7_1_5EN_129"
"X7_1_5_2_EN",8.3330424635108,"7_1_5EN_129"
"X7_1_5_3_EN",2.56438501413121,"7_1_5EN_129"
"X7_1_5_4_EN",2.72945518105109,"7_1_5EN_129"
"X7_1_5_5_EN",8.33011804053494,"7_1_5EN_129"
"X7_1_5_6_EN",3.29301775118698,"7_1_5EN_129"
"X7_1_5_7_EN",3.92474154034521,"7_1_5EN_129"
"X7_1_5_8_EN",2.30506045898255,"7_1_5EN_129"
"X7_1_5_9_EN",6.13679561578929,"7_1_5EN_129"
"X7_2_1_1_EN",8.35163116416578,"7_2_1EN_130"
"X7_2_1_10_EN",3.0376842638454,"7_2_1EN_130"
"X7_2_1_2_EN",6.90266683754721,"7_2_1EN_130"
"X7_2_1_3_EN",3.97541846353346,"7_2_1EN_130"
"X7_2_1_4_EN",3.93150703569656,"7_2_1EN_130"
"X7_2_1_5_EN",5.81272848426954,"7_2_1EN_130"
"X7_2_1_6_EN",7.99497600916888,"7_2_1EN_130"
"X7_2_1_7_EN",5.21065142781924,"7_2_1EN_130"
"X7_2_1_8_EN",7.51929939235159,"7_2_1EN_130"
"X7_2_1_9_EN",8.35461394655861,"7_2_1EN_130"
"X7_2_2_1_EN",2.13795819481637,"7_2_2EN_131"
"X7_2_2_10_EN",3.61079933353384,"7_2_2EN_131"
"X7_2_2_2_EN",3.01097419553912,"7_2_2EN_131"
"X7_2_2_3_EN",5.65616678792717,"7_2_2EN_131"
"X7_2_2_4_EN",7.18621953438945,"7_2_2EN_131"
"X7_2_2_5_EN",4.97378193411364,"7_2_2EN_131"
"X7_2_2_6_EN",3.17472393512933,"7_2_2EN_131"
"X7_2_2_7_EN",4.30402344245567,"7_2_2EN_131"
"X7_2_2_9_EN",6.38110082802959,"7_2_2EN_131"
"X7_2_3_1_EN",6.45335471473517,"7_2_3EN_132"
"X7_2_3_10_EN",1.81024180932368,"7_2_3EN_132"
"X7_2_3_2_EN",6.58564800865502,"7_2_3EN_132"
"X7_2_3_3_EN",2.8649966506352,"7_2_3EN_132"
"X7_2_3_4_EN",8.34770283734329,"7_2_3EN_132"
"X7_2_3_5_EN",7.13833532411924,"7_2_3EN_132"
"X7_2_3_6_EN",8.34964595870752,"7_2_3EN_132"
"X7_2_3_8_EN",4.28843490616402,"7_2_3EN_132"
"X7_2_3_9_EN",5.95315237220249,"7_2_3EN_132"
"X7_2_4_1_EN",8.19487116692833,"7_2_4EN_133"
"X7_2_4_10_EN",3.46655192230573,"7_2_4EN_133"
"X7_2_4_2_EN",4.19883884023114,"7_2_4EN_133"
"X7_2_4_3_EN",7.9159739285249,"7_2_4EN_133"
"X7_2_4_5_EN",4.36982390088803,"7_2_4EN_133"
"X7_2_4_6_EN",3.34284430590711,"7_2_4EN_133"
"X7_2_4_7_EN",2.03001157447189,"7_2_4EN_133"
"X7_2_4_8_EN",8.16047390428384,"7_2_4EN_133"
"X7_2_4_9_EN",3.41454780278161,"7_2_4EN_133"
"X1_1_1_1_EP",6.76688350153018,"1_1_1EP_134"
"X1_1_1_2_EP",8.35368206169679,"1_1_1EP_134"
"X1_1_1_3_EP",4.44789712582055,"1_1_1EP_134"
"X1_1_1_4_EP",8.3426416222395,"1_1_1EP_134"
"X1_1_1_5_EP",8.35818242663911,"1_1_1EP_134"
"X1_1_1_6_EP",8.35494416665989,"1_1_1EP_134"
"X1_1_1_7_EP",5.27018292301102,"1_1_1EP_134"
"X1_1_2_1_EP",5.14900455221686,"1_1_2EP_135"
"X1_1_2_2_EP",8.34468590764928,"1_1_2EP_135"
"X1_1_2_3_EP",5.56103546545235,"1_1_2EP_135"
"X1_1_2_4_EP",8.35251374875324,"1_1_2EP_135"
"X1_1_2_5_EP",2.10485099277946,"1_1_2EP_135"
"X1_1_2_6_EP",1.93988590820954,"1_1_2EP_135"
"X1_1_2_7_EP",2.74949109534234,"1_1_2EP_135"
"X1_1_2_8_EP",8.35735988031667,"1_1_2EP_135"
"X1_1_2_9_EP",8.32643416727679,"1_1_2EP_135"
"X1_1_3_1_EP",6.55525419785568,"1_1_3EP_136"
"X1_1_3_2_EP",6.39114915590679,"1_1_3EP_136"
"X1_1_3_3_EP",4.78836651072837,"1_1_3EP_136"
"X1_1_3_4_EP",8.35032352965826,"1_1_3EP_136"
"X1_1_3_5_EP",8.35010013132823,"1_1_3EP_136"
"X1_1_3_6_EP",8.35338311648996,"1_1_3EP_136"
"X1_1_3_7_EP",8.34526490095734,"1_1_3EP_136"
"X1_1_3_8_EP",2.07202702093595,"1_1_3EP_136"
"X1_1_3_9_EP",8.3424707275337,"1_1_3EP_136"
"X1_1_4_1_EP",7.50016361258119,"1_1_4EP_137"
"X1_1_4_10_EP",1.96422462628872,"1_1_4EP_137"
"X1_1_4_2_EP",3.7704988821845,"1_1_4EP_137"
"X1_1_4_3_EP",8.33795030820067,"1_1_4EP_137"
"X1_1_4_4_EP",0.637175026003523,"1_1_4EP_137"
"X1_1_4_5_EP",8.34309705738579,"1_1_4EP_137"
"X1_1_4_6_EP",5.12862600649756,"1_1_4EP_137"
"X1_1_4_7_EP",2.26476510502354,"1_1_4EP_137"
"X1_1_4_8_EP",3.21201627620121,"1_1_4EP_137"
"X1_1_4_9_EP",5.53241914671833,"1_1_4EP_137"
"X1_1_5_1_EP",7.50232151451072,"1_1_5EP_138"
"X1_1_5_10_EP",5.21065142781924,"1_1_5EP_138"
"X1_1_5_2_EP",8.34842878075889,"1_1_5EP_138"
"X1_1_5_3_EP",8.33092769482753,"1_1_5EP_138"
"X1_1_5_4_EP",1.3088733652543,"1_1_5EP_138"
"X1_1_5_5_EP",3.0836991391961,"1_1_5EP_138"
"X1_1_5_6_EP",3.98280299137285,"1_1_5EP_138"
"X1_1_5_7_EP",2.66803217088308,"1_1_5EP_138"
"X1_1_5_8_EP",2.81028939614055,"1_1_5EP_138"
"X1_1_5_9_EP",6.92901804258508,"1_1_5EP_138"
"X1_1_6_1_EP",7.40634928668933,"1_1_6EP_139"
"X1_1_6_10_EP",8.35245329296659,"1_1_6EP_139"
"X1_1_6_2_EP",6.16838018410216,"1_1_6EP_139"
"X1_1_6_3_EP",6.65876301390599,"1_1_6EP_139"
"X1_1_6_4_EP",2.26486016984981,"1_1_6EP_139"
"X1_1_6_5_EP",8.34001772504462,"1_1_6EP_139"
"X1_1_6_6_EP",6.96662385624828,"1_1_6EP_139"
"X1_1_6_7_EP",5.54439992533307,"1_1_6EP_139"
"X1_1_6_8_EP",8.17354663543899,"1_1_6EP_139"
"X1_1_6_9_EP",6.29066713587009,"1_1_6EP_139"
"X1_1_7_1_EP",6.43623036583566,"1_1_7EP_140"
"X1_1_7_10_EP",7.3135386231895,"1_1_7EP_140"
"X1_1_7_2_EP",6.53554255286022,"1_1_7EP_140"
"X1_1_7_3_EP",7.47157534689517,"1_1_7EP_140"
"X1_1_7_4_EP",6.45418019222538,"1_1_7EP_140"
"X1_1_7_5_EP",7.74851688320333,"1_1_7EP_140"
"X1_1_7_6_EP",6.37058492589239,"1_1_7EP_140"
"X1_1_7_7_EP",6.88270282828106,"1_1_7EP_140"
"X1_1_7_8_EP",8.35491056041739,"1_1_7EP_140"
"X1_1_7_9_EP",6.66891203891011,"1_1_7EP_140"
"X1_2_1_1_EP",4.66026469738725,"1_2_1EP_141"
"X1_2_1_10_EP",7.1317582497165,"1_2_1EP_141"
