ID,Ambient_Humidity,Ambient_Temperature,Leaf_Angle,Leaf_Temp_Differential,LEF,Light_Intensity (PAR),NPQt,Phi2,PhiNO,PhiNPQ,Relative_Chlorophyll,time,label,taxon,thickness,thicknessReliable,absorbance_420,absorbance_530,absorbance_605,absorbance_650,absorbance_730,absorbance_850,absorbance_880,absorbance_940,angle,angle_direction,B,baseline,compass,compass_direction,contactless_temp,detector_read1,detector_read2,ecs_initial,ecs_max,ecs_r_squared,ECSt,flatten_slope,FmPrime,FoPrime,Fs,FvP/FmP,G,gH+,humidity,humidity2,light2_raw1,light2_raw2,light2_raw3,light6_raw1,light6_raw2,light6_raw3,light_intensity,light_intensity_raw,MPF_rsquared,MPF_slope,NPQt_MPF,NPQt_noMPF,Phi2_MPF,PhiNPQ_MPF,PhiNPQ_noMPF,pitch,pressure,pressure2,qL,qP,R,ratio_MPF/noMPF_Phi2,ratio_MPF/noMPF_PhiNO,ratio_MPF/noMPF_PhiNPQ,Rel_Chl_intensity,RFd,roll,SPAD_420,SPAD_420_intensity,SPAD_530,SPAD_530_intensity,SPAD_605,SPAD_605_intensity,SPAD_650,SPAD_650_intensity,SPAD_730,SPAD_730_intensity,SPAD_850,SPAD_850_intensity,SPAD_880,SPAD_880_intensity,spad_raw1,spad_raw2,spad_raw3,temperature,temperature2,TimeofDay,vH+,User,Device ID,Latitude,Longitude,Issues,note,photo,status
939582,50.238281,18.969999,22.47,-2.039999,103.338,832,0.219,0.276,0.594,0.13,-1.461205199,8/6/18 11:13,5_3_3_3,Artemisia tridentate,0.66,Y,0.107,0.073,0.079,0.075,0.086,0.056,0.11,0.064,22.47,S,374,284.6309553,90,E,16.93,5305,60017,19628.05,19607.62,0.092100405,NA,0.032,1181.924,236,855.7,0.8,398,NA,50.238281,51.030273,22777.5,65535,61102,25833,65535,65535,832,1573,-0.726,-177464.38,,,,,,22.25,744.501099,745.676575,0.095,0.345,1019,1.12102,0.77538,0.78343,1,0.381,-3.23,4.38,1,0.92,1,1.59,1,-1.46,1,2.26,1,-0.77,1,4.63,1,1.19,8.73,30.2,18.969999,18.75,11.21722222,NA,harrisonjg,01:12:37:24,,,3,,,submitted
939581,46.239258,18.139999,10.83,-1.569999,16.804,68,0.893,0.549,0.238,0.213,6.285939346,8/6/18 11:51,5_3_4_1,Mahonia repens,0.22,Y,0.539,0.388,0.372,0.496,0.2,0.223,0.255,0.287,10.83,S,31,396.6324212,90,E,16.57,6954,28775,26309.72,26305.23,0.27634348,0,0.0583,10166.199,2842,4583.4,0.72,33,0,46.239258,47.688477,8659,54832.5,65535,15446.5,61469.5,61499,68,119,-0.933,-768625.619,,,,,,10.52,744.59436,745.786255,0.473,0.762,73,1.01533,0.94832,0.95514,1,1.218,2.56,25.25,1,10.06,1,8.54,1,6.29,1,-8.73,1,-6.43,1,-3.2,1,20.86,13.69,24.39,18.139999,18.059999,11.85222222,0,harrisonjg,01:12:37:24,,,1,,,submitted
939580,47.685547,18.389999,24.04,-1.459999,14.501,61,0.957,0.528,0.241,0.231,34.58842064,8/6/18 11:53,5_3_4_2,Mahonia repens,0.49,Y,,0.956,1.016,1.357,0.315,0.346,0.395,0.43,24.04,E,28,482.4164427,90,E,16.93,8217,7547,27309.04,27348.61,0.144226359,0.0007,0.0132,16093.738,4607,7591.9,0.714,30,12.6503,47.685547,49.260742,1191,7356,16397,11113,44067,44077.5,61,108,-0.939,-1233854.529,,,,,,4.96,744.59967,745.820129,0.449,0.74,67,1.01689,0.94906,0.95619,1,1.12,23.56,159.44,1,52.62,1,58.61,1,34.59,1,-11.5,1,-8.37,1,-3.52,1,92.72,86.47,70.1,18.389999,18.299999,11.88388889,0.00005281,harrisonjg,01:12:37:24,,,,,,submitted
939579,45.50293,18.75,11.37,-1.62,27.353,110,0.603,0.553,0.279,0.168,40.35053171,8/6/18 11:54,5_3_4_3,Mahonia repens,0.38,Y,,1.042,1.102,1.519,0.354,0.368,0.412,0.445,11.37,S,47,505.6453701,90,E,17.13,8559,6049,26107.5,26157.03,0.210827647,0.0009,0.0192,19683.106,4866,8806.7,0.753,50,11.4907,45.50293,46.995117,821,5034,11217.5,10729.5,42530.5,42533,110,186,-0.99,-3243567.096,,,,,,11.28,744.654907,745.886414,0.406,0.734,111,1.03268,0.87731,0.88871,1,1.235,-1.41,185.3,1,59.64,1,65.7,1,40.35,1,-9.07,1,-7.73,1,-3.32,1,107.35,101.41,85.04,18.75,18.67,11.91444444,0.00008009,harrisonjg,01:12:37:24,,,,,,submitted
939578,45.274414,18.940001,12.84,-1.550001,33.893,147,0.968,0.512,0.248,0.24,45.79755809,8/6/18 11:56,5_3_4_4,Mahonia repens,0.6,Y,,1.166,1.227,1.676,0.413,0.397,0.436,0.464,12.84,S,66,503.2681407,90,E,17.39,8524,4508,24782.51,24853.59,0.240606868,0.0013,0.0186,18029.593,5181,8791.7,0.713,70,18.4721,45.274414,46.331055,572,3442,7653,10277.5,40686,40688,147,258,-0.998,-4332514.616,,,,,,12.79,744.691589,745.864685,0.424,0.719,157,1.05748,0.85706,0.87726,1,1.051,1.18,192.72,1,70.21,1,76.31,1,45.8,1,-5.05,1,-6.65,1,-2.83,1,121.18,115.99,99.72,18.940001,18.860001,11.945,0.00006797,harrisonjg,01:12:37:24,,,,,,submitted
939577,44.544922,19.190001,18.77,-1.240001,23.085,95,0.802,0.54,0.255,0.205,36.22686097,8/6/18 11:59,5_3_4_5,Mahonia repens,0.22,Y,,0.927,1.026,1.401,0.331,0.357,0.394,0.432,18.77,S,41,495.93269,90,E,17.95,8416,8005,27328.75,27405.33,0.253998985,0.0011,0.0213,19905.136,5367,9156.4,0.73,44,18.7226,44.544922,45.553711,1077,6639,14794,11059.5,43813.5,43817.5,95,162,-1,-1831878.409,,,,,,18.02,744.710938,745.920654,0.433,0.739,97,1.01817,0.93901,0.94633,1,1.174,5.36,162.06,1,49.46,1,59.4,1,36.23,1,-10.14,1,-7.51,1,-3.77,1,96.88,90.68,74.31,19.190001,19.1,11.99388889,0.00005868,harrisonjg,01:12:37:24,,,,,,submitted
939576,38.776367,19.700001,19.62,-0.160001,12.984,46,0.27,0.627,0.293,0.079,42.79243797,8/6/18 12:07,5_3_4_6,Mahonia repens,0.38,Y,,1.028,1.159,1.572,0.367,0.366,0.41,0.437,19.62,SE,19,497.0873442,90,E,19.54,8433,6326,26504.17,26532.09,0.25393006,0,0.0201,23975.274,4952,8936.6,0.793,21,0,38.776367,39.658203,725.5,4431,9871,10937,43364.5,43375,46,75,-0.959,-3055631.718,,,,,,12.85,744.126709,745.259277,0.438,0.791,44,1.0187,0.84428,0.85113,1,1.683,14.96,178.77,1,59.09,1,72.23,1,42.79,1,-7.02,1,-7.12,1,-2.64,1,113.55,107.79,91.44,19.700001,19.65,12.12583333,0,harrisonjg,01:12:37:24,,,1,,,submitted
939575,41.488281,18.85,14.47,-0.5,8.157,29,0.479,0.625,0.253,0.121,3.190232375,8/6/18 12:10,5_3_4_7,Mahonia repens,0.47,Y,0.278,0.247,0.17,0.233,0.114,0.099,0.138,0.103,14.47,S,12,328.0323723,90,E,18.35,5944,40167,24203.56,24138.45,0.624246685,NA,0.2373,7989.343,1858,2995.3,0.767,13,NA,41.488281,42.227539,15855,65535,63395.5,23599.5,65535,65535,29,46,-0.949,-713853.781,,,,,,14.43,744.082092,745.263611,0.505,0.815,27,1.01313,0.91957,0.92563,1,1.667,-1.18,17.5,1,14.41,1,6.77,1,3.19,1,1.14,1,-0.43,1,3.52,1,13,8.73,28.6,18.85,18.799999,12.17805556,NA,harrisonjg,01:12:37:24,,,2,,,submitted
939574,42.198242,18.59,47.08,-0.34,6.195,20,0.348,0.688,0.231,0.081,48.43639228,8/6/18 12:12,5_3_4_8,Mahonia repens,0.33,Y,,1.087,1.203,1.707,0.379,0.358,0.402,0.429,47.08,E,8,473.6546543,90,E,18.25,8088,5449,25860.79,25879.48,0.20288609,0,0.0149,26166.228,5665,8156.3,0.784,8,0,42.198242,43.227539,531.5,3180,7074,11144.5,44212.5,44225,20,30,-0.806,-1943214.179,,,,,,5.74,744.087402,745.283386,0.61,0.878,18,1.00879,0.91284,0.91772,1,2.208,46.81,202.16,1,65.81,1,77.47,1,48.44,1,-4.95,1,-7.03,1,-2.7,1,127.88,123.04,106.75,18.59,18.52,12.20555556,0,harrisonjg,01:12:37:24,,,1,,,submitted
939573,43.798828,17.98,6.59,-0.45,38.094,141,0.33,0.6,0.301,0.099,32.30799527,8/6/18 12:17,5_3_4_9,Mahonia repens,0.2,Y,1.497,0.955,0.971,1.276,0.328,0.331,0.377,0.406,6.59,W,63,462.3118739,90,E,17.53,7921,7502,27761.27,27801.38,0.295516366,0.0007,0.0278,18331.383,3925,7325.7,0.786,67,36.8668,43.798828,44.822266,1437,8932,19905.5,11735.5,46540,46558.5,141,239,-0.984,-4124908.505,,,,,,0.9,744.063904,745.288147,0.409,0.764,140,1.0377,0.77861,0.79037,1,1.502,-6.52,109.03,1,54.86,1,56.43,1,32.31,1,-7.79,1,-7.56,1,-2.96,1,86.93,80.41,64.06,17.98,17.9,12.28805556,0.00001872,harrisonjg,01:12:37:24,,,,,,submitted
939572,46.236328,18.33,19.76,-0.74,44.511,169,0.464,0.585,0.283,0.132,3.016935801,8/6/18 12:19,5_3_4_10,Mahonia repens,0.16,Y,0.278,0.208,0.221,0.249,0.122,0.102,0.141,0.124,19.76,S,74,340.6656487,90,E,17.59,6130,44100,22012.43,22036.33,-0.063833957,NA,-0.0187,6055.64,1398,2511.3,0.769,79,NA,46.236328,47.271484,15262,65535,65535,22487,65535,65535,169,288,-0.991,-1705125.561,,,,,,19.76,744.071716,745.217041,0.424,0.761,170,1.05112,0.7768,0.79314,1,1.411,-0.44,15.47,1,8.44,1,9.73,1,3.02,1,-0.2,1,-2.21,1,1.7,1,12.56,8.73,27.15,18.33,18.26,12.32638889,NA,harrisonjg,01:12:37:24,,,1,,,submitted
939571,41.719727,20.27,4.74,-1.44,84.203,467,0.64,0.401,0.365,0.234,19.55494289,8/6/18 12:29,5_3_5_1,Eriogonum umbellatum var. majus,0.42,Y,0.982,0.761,0.756,0.954,0.322,0.344,0.376,0.409,4.74,S,205,464.5532617,90,E,18.83,7954,12255,27256.67,27305.86,0.472808934,0.0012,0.0624,14794.733,3721,8866.8,0.748,219,7.3591,41.719727,42.635742,3010.5,18963.5,42310,11666,46331.5,46340,467,859,-0.994,-3987092.531,,,,,,4.46,744.243347,745.396729,0.225,0.535,546,1.10804,0.81422,0.83246,1,0.669,-1.63,57.34,1,35.19,1,34.72,1,19.55,1,-8.63,1,-6.5,1,-3.29,1,54.55,47.52,31.11,20.27,20.16,12.4875,0.00015841,harrisonjg,01:12:37:24,,,,,,submitted
939570,41.428711,20.530001,21.77,-0.740001,55.795,197,0.358,0.629,0.273,0.098,41.93383222,8/6/18 12:32,5_3_5_2,Eriogonum umbellatum var. majus,0.37,Y,,1.075,1.164,1.613,0.405,0.42,0.469,0.499,21.77,SE,85,521.9463719,90,E,19.79,8799,5557,25715.29,25692.45,0.649685396,NA,0.4637,17040.535,3709,6315.4,0.782,90,NA,41.428711,42.459961,661,4007,8905,9477,37584.5,37602.5,197,328,-0.997,-4438142.997,,,,,,12.47,744.228333,745.356873,0.472,0.804,190,1.03816,0.76442,0.77793,1,1.698,17.99,214.22,1,57.58,1,66.47,1,41.93,1,-9.42,1,-7.87,1,-3.01,1,111.37,105.95,89.71,20.530001,20.450001,12.54944444,NA,harrisonjg,01:12:37:24,,,2,,,submitted
939569,43.654297,23.91,7.66,-2.91,82.131,1438,0.754,0.127,0.498,0.375,1.957463568,8/6/18 12:35,5_3_5_3,Eriogonum umbellatum var. majus,0.25,Y,0.264,0.229,0.203,0.238,0.147,0.122,0.172,0.139,7.66,SW,635,383.3199365,90,E,21,6758,42903,24443.12,24449.86,-0.02501301,NA,-0.0071,6693.953,1770,5844.3,0.736,676,NA,43.654297,44.119141,15681.5,65535,62886.5,21718,65535,65535,1438,2670,-0.998,-1624437.852,,,,,,6.81,744.163574,745.250793,0.052,0.173,1707,1.63102,0.84634,0.8638,1,0.145,-3.51,12.52,1,9.04,1,6.41,1,1.96,1,0.8,1,-1.74,1,3.27,1,9.87,8.73,28.95,23.91,23.68,12.5975,NA,harrisonjg,01:12:37:24,,,2,,,submitted
939568,37.542969,30.75,6.74,-5.84,91.707,1585,0.566,0.129,0.557,0.315,51.03584088,8/6/18 12:39,5_3_5_4,Eriogonum umbellatum var. majus,0.28,Y,,1.303,1.42,,0.426,0.468,0.52,0.554,6.74,SE,694,558.8953091,90,E,24.91,9343,3359,23910.71,24164.15,0.398212594,NA,0.0315,18907.868,4593,16476.8,0.757,741,NA,37.542969,38.50293,342,2012,4469,8348.5,33124.5,33128.5,1585,2931,-1,-4028292.554,,,,,,2.99,744.192505,745.103271,0.047,0.17,1870,1.51072,0.84366,0.85738,1,0.148,6.05,,,74.86,1,86.61,1,51.04,1,-12.82,1,-8.62,1,-3.38,1,134.48,130.38,114.15,30.75,30.48,12.65638889,NA,harrisonjg,01:12:37:24,,,1,,,submitted
939567,36.702148,32.73,9.14,-2.77,194.84,1143,1.033,0.379,0.306,0.316,3.989759748,8/6/18 12:42,5_3_5_5,Eriogonum umbellatum var. majus,0.41,Y,0.323,0.305,0.315,0.313,0.158,0.141,0.199,0.163,9.14,NW,502,369.5320059,90,E,29.96,6555,36455,24217.9,24197.33,-0.070609114,0,-0.0163,3938.351,1158,2446.5,0.706,537,0,36.702148,37.710938,13176.5,65535,63690.5,20552,65535,65535,1143,2117,-0.996,-2860135.228,,,,,,-4.91,744.009399,745.016235,0.254,0.537,1351,1.44738,0.63681,0.69106,1,0.61,-7.71,16,1,14.17,1,15.21,1,3.99,1,-0.49,1,-2.16,1,3.6,1,15.03,8.73,28.39,32.73,32.619999,12.7125,0,harrisonjg,01:12:37:24,,,1,,,submitted
939566,36.8125,28.870001,22.31,3.089999,53.53,191,0.31,0.623,0.288,0.089,43.89129579,8/6/18 12:47,5_3_5_6,Eriogonum umbellatum var. majus,0.45,Y,,1.14,1.275,1.705,0.415,0.461,0.511,0.542,22.31,SE,83,510.5356707,90,E,31.96,8631,5027,26506.93,26551.07,0.128078306,0.0007,0.0074,16696.44,3533,6297.8,0.788,89,8.4089,36.8125,37.844727,534.5,3195.5,7098.5,8591,34188,34185,191,331,-0.989,-4952088.33,,,,,,20.28,743.846008,744.909851,0.443,0.79,199,1.04606,0.71539,0.72962,1,1.651,9.48,208.47,1,59.78,1,73.36,1,43.89,1,-12.68,1,-8.05,1,-3.07,1,116.34,111.66,95.42,28.870001,28.91,12.79722222,0.00008103,harrisonjg,01:12:37:24,,,,,,submitted
939565,39.496094,29.85,22.28,-0.8,124.945,1271,0.328,0.218,0.588,0.193,20.8822371,8/6/18 12:51,5_3_5_7,Eriogonum umbellatum var. majus,0.3,Y,1.097,0.975,1.033,1.06,0.403,0.405,0.461,0.481,22.28,SE,565,524.5952846,90,E,29.05,8838,7586,29542.23,29582.12,0.302134781,0.0006,0.0296,16564.273,3544,12945.7,0.786,606,6.9152,39.496094,40.335938,2358,14756,32858.5,9873,39321.5,39331.5,1271,2398,-0.999,-6201220.969,,,,,,19.43,743.885986,744.907166,0.076,0.278,1551,1.47552,0.67773,0.69476,1,0.28,11.12,61.59,1,49.36,1,55.15,1,20.88,1,-7.85,1,-7.64,1,-1.98,1,57.92,51.29,34.96,29.85,29.82,12.85888889,0.00009191,harrisonjg,01:12:37:24,,,,,,submitted
939564,35.131836,30.02,26.11,0.63,36.02,129,0.454,0.62,0.261,0.119,29.60220559,8/6/18 12:55,5_3_5_8,Eriogonum umbellatum var. majus,0.4,Y,1.414,1.078,1.156,1.343,0.391,0.461,0.501,0.543,26.11,S,56,492.1291229,90,E,30.65,8360,5879,28321.79,28338.71,0.187856955,0.0004,0.0109,14163.8,3252,5375.2,0.77,60,6.1861,35.131836,36.236328,1229.5,7632.5,16999,8571.5,34160,34164,129,224,-1,-6744489.93,,,,,,26.11,743.580444,744.60907,0.487,0.805,136,1.07822,0.66188,0.68614,1,1.635,0,87.11,1,53.52,1,61.33,1,29.6,1,-15.21,1,-8.2,1,-4.13,1,80.06,73.81,57.47,30.02,30.07,12.92944444,0.00006337,harrisonjg,01:12:37:24,,,,,,submitted
939563,36.8125,26.969999,21.13,1.600001,43.034,183,0.892,0.523,0.252,0.225,7.688066168,8/6/18 13:00,5_3_5_9,Eriogonum umbellatum var. majus,0.58,Y,0.696,0.607,0.667,0.699,0.3,0.399,0.397,0.454,21.13,S,79,428.8948204,90,E,28.57,7429,17822,28425.9,28416.94,0.593193734,0,0.0837,9900.506,2766,4726.8,0.721,84,0,36.8125,37.730469,5425.5,34176.5,65535,10503.5,41935,41944.5,183,318,-0.997,-4062762.861,,,,,,21.13,743.52594,744.662598,0.424,0.725,193,1.09904,0.76815,0.79869,1,1.095,0.45,24.11,1,15.22,1,21.25,1,7.69,1,-15.47,1,-5.56,1,-5.77,1,24.42,17.61,7.77,26.969999,27.030001,13.00944444,0,harrisonjg,01:12:37:24,,,1,,,submitted
939562,35.484375,25.07,8.64,1.28,33.751,127,0.662,0.591,0.246,0.163,47.48719968,8/6/18 13:04,5_3_5_10,Eriogonum umbellatum var. majus,0.33,Y,,1.167,1.301,,0.392,0.442,0.482,0.52,8.64,S,58,522.2180552,90,E,26.35,8803,4663,25463.63,25508.96,0.229627805,0.0007,0.0154,18004.625,4575,7371.8,0.746,62,16.1507,35.484375,36.260742,455,2717,6046,9024,35950.5,35969,127,231,-1,-4641603.004,,,,,,8.18,744.29541,745.434082,0.491,0.792,145,1.04413,0.82679,0.84433,1,1.442,-2.79,229.2,1,64.71,1,78.06,1,47.49,1,-12.84,1,-7.8,1,-3.88,1,125.47,120.89,104.6,25.07,25.18,13.08194444,0.00004324,harrisonjg,01:12:37:24,,,,,,submitted
939561,36.014648,22.41,16.19,0.4,40.284,144,0.363,0.622,0.278,0.101,1.339109886,8/6/18 13:11,5_3_6_1,Eucephalus elegans,0.37,Y,0.24,0.2,0.157,0.209,0.117,0.108,0.147,0.126,16.19,S,62,328.1002932,90,E,22.81,5945,45711,22159.3,22149.59,-0.054239942,0,-0.0145,5257.918,1148,1989.2,0.782,66,0,36.014648,36.697266,16763.5,65535,61003,22392,65535,65535,144,253,-1,-2311285.764,,,,,,15.67,744.217834,745.424438,0.459,0.795,156,1.07043,0.65122,0.6715,1,1.643,-4.13,11.44,1,7.48,1,3.1,1,1.34,1,-0.83,1,-1.79,1,2.14,1,8.3,8.73,30.27,22.41,22.42,13.19611111,0,harrisonjg,01:12:37:24,,,2,,,submitted
939560,35.977539,22.75,15.84,-0.32,36.194,224,0.34,0.359,0.478,0.163,4.757778653,8/6/18 13:14,5_3_6_2,Eucephalus elegans,0.24,Y,0.476,0.387,0.399,0.464,0.211,0.229,0.262,0.294,15.84,SE,96,396.9041046,90,E,22.43,6958,29586,26168.89,26167.13,0.335442284,0,0.0726,11378.941,2452,7293.1,0.785,102,0,35.977539,36.617188,9310,58873,65535,15189,60682,60698,224,392,-0.998,-1825583.727,,,,,,10.64,744.28595,745.484558,0.154,0.458,240,1.0717,0.8403,0.84904,1,0.56,11.81,18.19,1,9.27,1,10.46,1,4.76,1,-8.31,1,-6.55,1,-3.22,1,16.98,10.04,23.82,22.75,22.77,13.23694444,0,harrisonjg,01:12:37:24,,,1,,,submitted
939559,34.669922,23.91,13.76,-1.34,49.773,1304,0.296,0.085,0.706,0.209,17.19968492,8/6/18 13:17,5_3_6_3,Eucephalus elegans,0.16,Y,0.888,0.712,0.721,0.88,0.289,0.325,0.355,0.394,13.76,E,575,454.7047398,90,E,22.57,7809,13874,27894.41,27946.5,0.520307017,0.001,0.0669,17560.098,3684,16070.6,0.79,613,90.1828,34.669922,35.373047,3571.5,22484,50146,12059.5,47983.5,47999,1304,2444,-1,-2308963.172,,,,,,4.46,744.259705,745.433777,0.025,0.107,1578,1.47751,0.85659,0.86346,1,0.093,13.03,49.4,1,31.8,1,32.65,1,17.2,1,-10.5,1,-6.92,1,-3.97,1,48.57,41.65,25.25,23.91,23.860001,13.28361111,0.00001156,harrisonjg,01:12:37:24,,,,,,submitted
939558,34.773438,24.690001,20.84,-1.500001,93.366,1102,0.424,0.188,0.57,0.242,-0.512012603,8/6/18 13:19,5_3_6_4,Eucephalus elegans,0.16,Y,0.185,0.148,0.193,0.177,0.052,0.118,0.14,0.141,20.84,SW,479,298.8264109,90,E,23.19,5514,51374,21900.83,21893.57,0.080089069,NA,0.0277,4091.914,924,3321.5,0.774,512,NA,34.773438,35.480469,18010,65535,60040,21589.5,65535,65535,1102,2054,-0.998,-881910.577,,,,,,10.25,744.24469,745.40625,0.068,0.243,1324,1.28167,0.81661,0.82893,1,0.232,-18.24,4.33,1,0.64,1,5.17,1,-0.51,1,-8.98,1,-2.35,1,-0.15,1,3.6,8.73,30.96,24.690001,24.67,13.32722222,NA,harrisonjg,01:12:37:24,,,3,,,submitted
939557,33.292969,25.27,5.66,-1.32,76.602,399,1.782,0.427,0.206,0.367,13.35565183,8/6/18 13:21,5_3_6_5,Eucephalus elegans,0.19,Y,0.759,0.583,0.651,0.756,0.248,0.292,0.331,0.368,5.66,SE,186,435.9585878,90,E,23.95,7533,18798,28195.3,28180.56,0.491997873,0,0.0902,7065.911,2565,4051.4,0.637,201,0,33.292969,34.03418,4753,29970.5,65535,12818,51087,51092.5,399,770,-0.996,-3400128.151,,,,,,3.49,744.140686,745.246399,0.424,0.67,501,1.18776,0.76392,0.81882,1,0.744,4.46,39.1,1,21.52,1,28.33,1,13.36,1,-11.97,1,-7.63,1,-3.72,1,38.81,31.89,16.34,25.27,25.25,13.35916667,0,harrisonjg,01:12:37:24,,,1,,,submitted
939556,31.949219,24.91,14.66,-0.4,11.462,40,0.713,0.637,0.212,0.151,-0.283576211,8/6/18 13:26,5_3_6_6,Eucephalus elegans,0.23,Y,0.138,0.119,0.085,0.122,0.032,0.069,0.102,0.08,14.66,N,16,272.1335206,90,E,24.51,5121,54800,20066.35,20003.01,0.326523311,NA,0.1122,2754.788,716,1000.5,0.74,17,NA,31.949219,32.550781,20461,65535,60404.5,24859,65535,65535,40,62,-0.999,-814397.111,,,,,,-14.6,744.077332,745.210083,0.616,0.86,36,1.04225,0.8087,0.8294,1,1.753,1.42,5.73,1,3.92,1,0.44,1,-0.28,1,-4.85,1,-1.08,1,2.14,1,4.18,8.73,30.69,24.91,24.9,13.43777778,NA,harrisonjg,01:12:37:24,,,3,,,submitted
939555,32.720703,23.9,9.98,0.8,16.585,53,0.484,0.695,0.205,0.099,11.70539583,8/6/18 13:29,5_3_6_7,Eucephalus elegans,0.24,Y,0.731,0.61,0.611,0.699,0.25,0.307,0.314,0.353,9.98,SW,23,407.1601515,90,E,24.7,7109,17748,28195.52,28215.93,0.079269045,0,0.012,11254.02,2624,3428.2,0.767,25,0,32.720703,33.500977,5414,34160,65535,13257,52933.5,52948.5,53,89,-1,-2235245.655,,,,,,7.28,743.996704,745.191589,0.694,0.907,53,1.02065,0.84218,0.85418,1,2.283,-6.85,37.78,1,25.7,1,25.76,1,11.71,1,-10.36,1,-4.63,1,-3.93,1,34.62,27.75,17.89,23.9,23.93,13.48555556,0,harrisonjg,01:12:37:24,,,,,,submitted
939554,32.491211,22.860001,20.12,0.049999,14.578,50,0.574,0.648,0.224,0.128,16.262308,8/6/18 13:31,5_3_6_8,Eucephalus elegans,0.24,Y,0.899,0.639,0.641,0.844,0.254,0.311,0.345,0.382,20.12,W,22,434.600171,90,E,22.91,7513,16490,28030.88,28033.62,0.195997877,0,0.0256,15129.017,3690,5327.1,0.756,23,0,32.491211,33.216797,3883,24438,54499.5,12410,49537,49549,50,80,-0.997,-2216296.352,,,,,,6.52,743.871948,745.11908,0.594,0.857,46,1.01893,0.88864,0.89855,1,1.84,-19.08,51.68,1,25.66,1,25.89,1,16.26,1,-12.83,1,-7.08,1,-3.66,1,46.19,39.41,23.02,22.860001,22.879999,13.5225,0,harrisonjg,01:12:37:24,,,,,,submitted
939553,34.930664,23.18,14.04,-0.95,128.758,1393,1.143,0.205,0.371,0.424,9.381646317,8/6/18 13:35,5_3_6_9,Eucephalus elegans,0.18,Y,0.609,0.589,0.561,0.557,0.212,0.246,0.282,0.27,14.04,S,606,430.3890789,90,E,22.23,7451,18483,28301.81,28318.17,0.447731933,0.0009,0.0797,7209.049,2200,5728.3,0.695,648,20.875,34.930664,35.423828,7518,47419.5,65535,16069.5,64188,64208.5,1393,2585,-0.983,-4075741.34,,,,,,14.02,743.975159,745.147034,0.114,0.296,1658,2.1431,0.71631,0.76248,1,0.259,-0.68,33.92,1,31.96,1,29.1,1,9.38,1,-5.8,1,-2.38,1,1.19,1,28.72,21.88,26.27,23.18,23.129999,13.58722222,0.00004409,harrisonjg,01:12:37:24,,,,,,submitted
939552,34.699219,25.99,29.43,-2.64,109.766,1599,1.83,0.153,0.299,0.548,8.093737692,8/6/18 13:38,5_3_6_10,Eucephalus elegans,0.18,Y,0.558,0.453,0.488,0.555,0.199,0.232,0.266,0.3,29.43,N,700,397.8549963,90,E,23.35,6972,25517,26416.77,26434.79,-0.072465125,0.0005,-0.0126,4715.093,1731,3995.8,0.633,749,4.2536,34.699219,35.140625,7559.5,47751.5,65535,14986.5,59804.5,59815,1599,2982,-0.982,-2487627.518,,,,,,-29.19,744.327637,745.478882,0.104,0.241,1917,3.41027,0.74872,0.80835,1,0.18,-3.94,25.84,1,15.33,1,18.77,1,8.09,1,-10.13,1,-6.8,1,-3.43,1,25.45,18.5,23.19,25.99,25.9,13.64861111,0.00011091,harrisonjg,01:12:37:24,,,,,,submitted
939551,34.185547,22.870001,16.88,-0.060001,17.84,88,0.588,0.451,0.346,0.203,17.89680977,8/6/18 13:48,5_3_7_1,Astragalus miser,0.18,Y,0.925,0.78,0.743,0.909,0.298,0.344,0.357,0.405,16.88,S,39,435.0756169,90,E,22.81,7520,11779,27563.75,27566.23,0.487512972,0.0017,0.0526,14356.869,3525,7888.9,0.754,43,423.7387,34.185547,35.120117,3343,21055,46945,11756.5,46845,46853,88,156,0.051,35337.956,,,,,,16.86,744.375732,745.577942,0.267,null,96,1.00188,0.99448,0.99498,1,0.82,0.94,51.96,1,37.5,1,33.72,1,17.9,1,-10.73,1,-6.14,1,-4.86,1,50.34,43.46,27.07,22.870001,22.860001,13.80166667,0.00000393,harrisonjg,01:12:37:24,,,,,,submitted
939550,33.629883,22.17,16.31,0.02,22.846,77,0.703,0.659,0.2,0.141,-1.319417093,8/6/18 13:51,5_3_7_2,Astragalus miser,0.18,Y,0.146,0.125,0.073,0.129,0.022,0.1,0.105,0.114,16.31,S,33,272.405204,90,E,22.19,5125,54274,22439.57,22419.6,0.220510725,NA,0.0758,2820.683,730,960.9,0.741,35,NA,33.629883,34.243164,20120.5,65535,60790,23008,65535,65535,77,125,-0.993,-624433.997,,,,,,15.85,744.160645,745.356079,0.675,0.889,72,1.02813,0.85008,0.86608,1,1.935,-3.87,3.19,1,1.11,1,-4.1,1,-1.32,1,-9.2,1,-1.34,1,-0.91,1,1.55,8.73,30.42,22.17,22.15,13.86611111,NA,harrisonjg,01:12:37:24,,,3,,,submitted
